flight_id,flight_number,origin,destination,origin_city,destination_city,origin_airport,destination_airport,depart_date,depart_time,arrive_time,duration_hrs,duration_mins,cabin,fare_class,base_fare,seats_available
FL02832,6E281,COK,CDG,Kochi,Paris,Cochin Intl,Charles de Gaulle,2026-05-28,02:45,16:00,13,15,Economy,Y,6523,120
FL02833,6E927,BOM,HYD,Mumbai,Hyderabad,Chhatrapati Shivaji Intl,Rajiv Gandhi Intl,2026-07-24,06:15,18:30,12,15,Premium Economy,W,19583,132
FL02834,9W662,PNQ,FRA,Pune,Frankfurt,Pune Intl,Frankfurt Intl,2026-08-02,02:00,09:15,7,15,Business,J,79575,2
FL02835,AI595,BKK,CDG,Bangkok,Paris,Suvarnabhumi,Charles de Gaulle,2026-04-15,20:30,03:00,6,30,Premium Economy,W,26494,39
FL02836,JA615,NYC,SIN,New York,Singapore,John F Kennedy Intl,Changi,2026-07-27,20:00,10:45,14,45,Business,J,35703,54
FL02837,AI163,AUH,DOH,Abu Dhabi,Doha,Abu Dhabi Intl,Hamad Intl,2026-04-08,23:15,04:00,4,45,Economy,Y,11101,41
FL02838,AI602,AUH,CDG,Abu Dhabi,Paris,Abu Dhabi Intl,Charles de Gaulle,2026-07-01,14:45,17:45,3,0,Economy,Y,8001,81
FL02839,SG978,NRT,DAC,Tokyo,Dhaka,Narita Intl,Hazrat Shahjalal Intl,2026-05-02,16:30,02:00,9,30,Economy,Y,5961,68
FL02840,G8893,YYZ,NYC,Toronto,New York,Toronto Pearson,John F Kennedy Intl,2026-04-07,13:45,14:45,1,0,Premium Economy,W,15355,7
FL02841,SG513,DOH,DXB,Doha,Dubai,Hamad Intl,Dubai Intl,2026-08-14,05:15,13:45,8,30,Business,J,35785,9
FL02842,6E754,BKK,AUH,Bangkok,Abu Dhabi,Suvarnabhumi,Abu Dhabi Intl,2026-06-20,17:30,04:15,10,45,Economy,Y,12324,89
FL02843,AI949,PNQ,CCU,Pune,Kolkata,Pune Intl,Netaji Subhas Intl,2026-06-11,00:45,15:15,14,30,Economy,Y,10807,59
FL02844,G8192,SYD,AMD,Sydney,Ahmedabad,Kingsford Smith,Sardar Vallabhbhai Patel Intl,2026-08-18,21:15,11:00,13,45,Premium Economy,W,28801,50
FL02845,AI730,SYD,COK,Sydney,Kochi,Kingsford Smith,Cochin Intl,2026-04-03,17:45,06:45,13,0,Business,J,68960,68
FL02846,6E289,HKG,HYD,Hong Kong,Hyderabad,Hong Kong Intl,Rajiv Gandhi Intl,2026-06-07,17:30,20:45,3,15,First,F,142011,72
FL02847,9W529,PEK,PNQ,Beijing,Pune,Beijing Capital,Pune Intl,2026-06-25,23:30,05:15,5,45,Premium Economy,W,24260,145
FL02848,SG428,PNQ,SIN,Pune,Singapore,Pune Intl,Changi,2026-04-01,23:00,10:45,11,45,Premium Economy,W,23451,15
FL02849,G8838,YYZ,NYC,Toronto,New York,Toronto Pearson,John F Kennedy Intl,2026-05-12,04:00,16:45,12,45,Economy,Y,12641,143
FL02850,9W980,MAA,BLR,Chennai,Bangalore,Chennai Intl,Kempegowda Intl,2026-06-20,23:15,03:30,4,15,Economy,Y,13087,109
FL02851,AI533,BKK,CMB,Bangkok,Colombo,Suvarnabhumi,Bandaranaike Intl,2026-03-11,04:15,09:15,5,0,Economy,Y,7404,78
FL02852,6E877,KUL,CCU,Kuala Lumpur,Kolkata,KLIA,Netaji Subhas Intl,2026-07-14,02:15,04:00,1,45,Economy,Y,3516,58
FL02853,AI812,DAC,DEL,Dhaka,New Delhi,Hazrat Shahjalal Intl,Indira Gandhi Intl,2026-05-23,00:00,10:45,10,45,Premium Economy,W,25690,56
FL02854,6E208,AMD,KUL,Ahmedabad,Kuala Lumpur,Sardar Vallabhbhai Patel Intl,KLIA,2026-04-12,05:15,07:15,2,0,Business,J,75736,41
FL02855,UK180,FRA,HYD,Frankfurt,Hyderabad,Frankfurt Intl,Rajiv Gandhi Intl,2026-03-02,07:30,12:45,5,15,First,F,160301,11
FL02856,6E936,AUH,PNQ,Abu Dhabi,Pune,Abu Dhabi Intl,Pune Intl,2026-04-27,07:30,16:45,9,15,Business,J,64779,118
FL02857,JA673,BLR,PEK,Bangalore,Beijing,Kempegowda Intl,Beijing Capital,2026-05-09,09:30,18:30,9,0,Business,J,80653,108
FL02858,SG784,HYD,DAC,Hyderabad,Dhaka,Rajiv Gandhi Intl,Hazrat Shahjalal Intl,2026-03-01,23:00,01:00,2,0,Premium Economy,W,20548,101
FL02859,JA641,LHR,HYD,London,Hyderabad,Heathrow,Rajiv Gandhi Intl,2026-06-19,12:00,13:30,1,30,Premium Economy,W,26579,130
FL02860,6E467,LHR,BOM,London,Mumbai,Heathrow,Chhatrapati Shivaji Intl,2026-08-09,19:00,08:15,13,15,First,F,144799,148
FL02861,9W986,LHR,NRT,London,Tokyo,Heathrow,Narita Intl,2026-04-19,03:45,08:45,5,0,Premium Economy,W,30046,72
FL02862,UK981,NYC,DXB,New York,Dubai,John F Kennedy Intl,Dubai Intl,2026-05-06,20:15,21:45,1,30,Business,J,61731,63
FL02863,6E364,AMD,KTM,Ahmedabad,Kathmandu,Sardar Vallabhbhai Patel Intl,Tribhuvan Intl,2026-06-04,17:45,04:45,11,0,Business,J,82777,84
FL02864,JA534,YYZ,DAC,Toronto,Dhaka,Toronto Pearson,Hazrat Shahjalal Intl,2026-02-26,04:00,17:00,13,0,Business,J,43882,43
FL02865,SG478,NRT,DAC,Tokyo,Dhaka,Narita Intl,Hazrat Shahjalal Intl,2026-05-20,00:00,09:45,9,45,Business,J,40372,48
FL02866,SG951,CDG,PNQ,Paris,Pune,Charles de Gaulle,Pune Intl,2026-08-01,23:45,08:45,9,0,First,F,136447,36
FL02867,UK737,JNB,SYD,Johannesburg,Sydney,OR Tambo Intl,Kingsford Smith,2026-03-01,23:15,09:45,10,30,Business,J,53786,31
FL02868,G8355,JNB,MAA,Johannesburg,Chennai,OR Tambo Intl,Chennai Intl,2026-07-30,19:30,09:30,14,0,First,F,160232,145
FL02869,AI160,CDG,NRT,Paris,Tokyo,Charles de Gaulle,Narita Intl,2026-04-26,21:15,09:00,11,45,Premium Economy,W,26104,34
FL02870,6E755,FRA,BOM,Frankfurt,Mumbai,Frankfurt Intl,Chhatrapati Shivaji Intl,2026-05-21,19:45,01:30,5,45,Economy,Y,10226,108
FL02871,G8975,DOH,YYZ,Doha,Toronto,Hamad Intl,Toronto Pearson,2026-07-24,07:30,13:15,5,45,Business,J,55629,125
FL02872,SG519,BOM,NRT,Mumbai,Tokyo,Chhatrapati Shivaji Intl,Narita Intl,2026-04-04,16:30,00:15,7,45,Economy,Y,8519,122
FL02873,9W571,MAA,AUH,Chennai,Abu Dhabi,Chennai Intl,Abu Dhabi Intl,2026-06-28,09:30,21:30,12,0,First,F,103614,38
FL02874,6E221,CMB,CDG,Colombo,Paris,Bandaranaike Intl,Charles de Gaulle,2026-03-03,17:00,01:15,8,15,Business,J,57317,50
FL02875,G8602,FRA,PNQ,Frankfurt,Pune,Frankfurt Intl,Pune Intl,2026-05-05,02:00,07:00,5,0,Business,J,57970,44
FL02876,G8847,BLR,KUL,Bangalore,Kuala Lumpur,Kempegowda Intl,KLIA,2026-06-29,04:15,14:45,10,30,First,F,100091,90
FL02877,AI553,NYC,AUH,New York,Abu Dhabi,John F Kennedy Intl,Abu Dhabi Intl,2026-06-11,12:15,02:30,14,15,Premium Economy,W,30583,46
FL02878,UK697,DAC,SIN,Dhaka,Singapore,Hazrat Shahjalal Intl,Changi,2026-08-18,07:45,20:30,12,45,Economy,Y,11847,116
FL02879,9W428,HYD,BLR,Hyderabad,Bangalore,Rajiv Gandhi Intl,Kempegowda Intl,2026-07-01,09:15,20:30,11,15,First,F,155683,86
FL02880,JA357,KTM,ICN,Kathmandu,Seoul,Tribhuvan Intl,Incheon Intl,2026-07-22,19:15,07:30,12,15,Premium Economy,W,18095,106
FL02881,JA723,GOI,DXB,Goa,Dubai,Goa Intl,Dubai Intl,2026-06-10,11:15,23:15,12,0,Premium Economy,W,24153,125
FL02882,UK933,PEK,ICN,Beijing,Seoul,Beijing Capital,Incheon Intl,2026-05-04,16:30,18:45,2,15,First,F,191555,74
FL02883,SG157,HYD,JNB,Hyderabad,Johannesburg,Rajiv Gandhi Intl,OR Tambo Intl,2026-03-21,16:15,03:00,10,45,Premium Economy,W,29626,9
FL02884,G8182,KTM,YYZ,Kathmandu,Toronto,Tribhuvan Intl,Toronto Pearson,2026-05-19,10:00,23:00,13,0,Premium Economy,W,33118,61
FL02885,JA767,GOI,JNB,Goa,Johannesburg,Goa Intl,OR Tambo Intl,2026-04-08,03:30,15:00,11,30,Economy,Y,13975,11
FL02886,AI697,FRA,PEK,Frankfurt,Beijing,Frankfurt Intl,Beijing Capital,2026-03-08,13:30,20:15,6,45,Economy,Y,9252,99
FL02887,JA624,PEK,CMB,Beijing,Colombo,Beijing Capital,Bandaranaike Intl,2026-04-13,13:00,20:00,7,0,Economy,Y,7814,145
FL02888,6E180,SIN,CDG,Singapore,Paris,Changi,Charles de Gaulle,2026-07-14,02:45,07:00,4,15,First,F,143776,100
FL02889,G8783,PEK,LHR,Beijing,London,Beijing Capital,Heathrow,2026-04-12,08:15,13:15,5,0,First,F,108412,68
FL02890,G8312,CMB,NYC,Colombo,New York,Bandaranaike Intl,John F Kennedy Intl,2026-05-13,00:30,07:45,7,15,Business,J,79453,87
FL02891,9W184,KUL,KTM,Kuala Lumpur,Kathmandu,KLIA,Tribhuvan Intl,2026-03-27,23:00,06:15,7,15,First,F,199180,51
FL02892,9W302,NYC,KUL,New York,Kuala Lumpur,John F Kennedy Intl,KLIA,2026-04-19,22:45,06:00,7,15,Business,J,46076,17
FL02893,G8404,BLR,CCU,Bangalore,Kolkata,Kempegowda Intl,Netaji Subhas Intl,2026-05-11,06:00,20:45,14,45,First,F,188260,149
FL02894,JA804,HYD,HKG,Hyderabad,Hong Kong,Rajiv Gandhi Intl,Hong Kong Intl,2026-08-12,18:45,05:30,10,45,Premium Economy,W,29566,33
FL02895,9W960,CMB,COK,Colombo,Kochi,Bandaranaike Intl,Cochin Intl,2026-07-23,17:45,01:00,7,15,Premium Economy,W,26408,16
FL02896,6E313,DXB,CCU,Dubai,Kolkata,Dubai Intl,Netaji Subhas Intl,2026-07-28,03:00,11:45,8,45,Premium Economy,W,17919,39
FL02897,SG413,NYC,GOI,New York,Goa,John F Kennedy Intl,Goa Intl,2026-07-12,18:00,02:15,8,15,Business,J,45089,128
FL02898,SG466,ICN,PNQ,Seoul,Pune,Incheon Intl,Pune Intl,2026-05-12,12:45,02:15,13,30,Economy,Y,6238,74
FL02899,UK327,DEL,CCU,New Delhi,Kolkata,Indira Gandhi Intl,Netaji Subhas Intl,2026-03-26,00:45,07:15,6,30,First,F,137413,71
FL02900,SG291,YYZ,DXB,Toronto,Dubai,Toronto Pearson,Dubai Intl,2026-03-28,15:00,21:30,6,30,Business,J,82212,141
FL02901,G8621,FRA,AUH,Frankfurt,Abu Dhabi,Frankfurt Intl,Abu Dhabi Intl,2026-07-09,20:15,02:15,6,0,First,F,119347,62
FL02902,6E419,PNQ,KTM,Pune,Kathmandu,Pune Intl,Tribhuvan Intl,2026-04-07,08:45,10:00,1,15,First,F,125338,81
FL02903,AI853,SYD,HKG,Sydney,Hong Kong,Kingsford Smith,Hong Kong Intl,2026-06-18,13:45,03:30,13,45,Economy,Y,6674,28
FL02904,UK118,BOM,JNB,Mumbai,Johannesburg,Chhatrapati Shivaji Intl,OR Tambo Intl,2026-08-14,09:45,13:00,3,15,Economy,Y,12657,50
FL02905,UK555,HKG,KTM,Hong Kong,Kathmandu,Hong Kong Intl,Tribhuvan Intl,2026-04-14,09:15,10:30,1,15,Premium Economy,W,31529,120
FL02906,UK304,CDG,HYD,Paris,Hyderabad,Charles de Gaulle,Rajiv Gandhi Intl,2026-08-08,13:30,14:45,1,15,First,F,109525,117
FL02907,SG776,ICN,KUL,Seoul,Kuala Lumpur,Incheon Intl,KLIA,2026-04-02,08:00,10:00,2,0,First,F,112396,73
FL02908,SG654,PNQ,YYZ,Pune,Toronto,Pune Intl,Toronto Pearson,2026-05-20,16:30,04:30,12,0,Premium Economy,W,19895,49
FL02909,JA923,PNQ,CCU,Pune,Kolkata,Pune Intl,Netaji Subhas Intl,2026-03-18,03:30,06:45,3,15,Premium Economy,W,26031,85
FL02910,G8737,PEK,NYC,Beijing,New York,Beijing Capital,John F Kennedy Intl,2026-07-14,10:00,13:15,3,15,Premium Economy,W,15034,58
FL02911,9W645,PNQ,YYZ,Pune,Toronto,Pune Intl,Toronto Pearson,2026-03-29,04:00,06:00,2,0,Premium Economy,W,29645,22
FL02912,UK234,CCU,PNQ,Kolkata,Pune,Netaji Subhas Intl,Pune Intl,2026-04-30,04:15,09:45,5,30,Economy,Y,9443,53
FL02913,6E691,FRA,GOI,Frankfurt,Goa,Frankfurt Intl,Goa Intl,2026-03-12,06:00,18:00,12,0,Economy,Y,7644,56
FL02914,SG633,HKG,SYD,Hong Kong,Sydney,Hong Kong Intl,Kingsford Smith,2026-06-15,06:30,10:15,3,45,First,F,196963,143
FL02915,9W840,DXB,HKG,Dubai,Hong Kong,Dubai Intl,Hong Kong Intl,2026-08-09,22:15,07:45,9,30,Business,J,44146,11
FL02916,SG440,PEK,KUL,Beijing,Kuala Lumpur,Beijing Capital,KLIA,2026-07-20,18:15,20:45,2,30,Economy,Y,12307,83
FL02917,G8835,YYZ,NYC,Toronto,New York,Toronto Pearson,John F Kennedy Intl,2026-04-24,11:45,21:00,9,15,First,F,186537,101
FL02918,JA628,KUL,GOI,Kuala Lumpur,Goa,KLIA,Goa Intl,2026-04-23,20:15,05:45,9,30,Business,J,80546,78
FL02919,SG534,JNB,DEL,Johannesburg,New Delhi,OR Tambo Intl,Indira Gandhi Intl,2026-03-26,21:45,23:15,1,30,Economy,Y,3693,2
FL02920,G8333,COK,MAA,Kochi,Chennai,Cochin Intl,Chennai Intl,2026-03-04,08:00,11:45,3,45,Premium Economy,W,25096,111
FL02921,G8366,NRT,HYD,Tokyo,Hyderabad,Narita Intl,Rajiv Gandhi Intl,2026-07-27,10:30,12:45,2,15,First,F,146762,11
FL02922,6E591,KTM,HKG,Kathmandu,Hong Kong,Tribhuvan Intl,Hong Kong Intl,2026-03-07,15:00,02:15,11,15,First,F,173700,47
FL02923,JA491,CCU,DEL,Kolkata,New Delhi,Netaji Subhas Intl,Indira Gandhi Intl,2026-06-15,02:45,03:45,1,0,Premium Economy,W,30862,142
FL02924,UK862,GOI,PEK,Goa,Beijing,Goa Intl,Beijing Capital,2026-07-15,05:00,10:30,5,30,Premium Economy,W,17586,120
FL02925,UK526,KUL,ICN,Kuala Lumpur,Seoul,KLIA,Incheon Intl,2026-02-26,01:00,11:00,10,0,Business,J,79920,138
FL02926,9W702,ICN,BLR,Seoul,Bangalore,Incheon Intl,Kempegowda Intl,2026-03-21,01:30,10:15,8,45,Premium Economy,W,29632,147
FL02927,6E119,FRA,LHR,Frankfurt,London,Frankfurt Intl,Heathrow,2026-03-30,22:30,01:00,2,30,Premium Economy,W,23211,114
FL02928,9W157,KUL,PEK,Kuala Lumpur,Beijing,KLIA,Beijing Capital,2026-04-09,06:30,11:45,5,15,Economy,Y,11724,39
FL02929,9W277,HKG,SYD,Hong Kong,Sydney,Hong Kong Intl,Kingsford Smith,2026-05-05,21:45,22:45,1,0,Economy,Y,7997,29
FL02930,AI181,DAC,JNB,Dhaka,Johannesburg,Hazrat Shahjalal Intl,OR Tambo Intl,2026-03-17,18:30,20:15,1,45,Business,J,59084,90
FL02931,AI175,HYD,AMD,Hyderabad,Ahmedabad,Rajiv Gandhi Intl,Sardar Vallabhbhai Patel Intl,2026-03-20,09:15,14:00,4,45,Premium Economy,W,31568,84
FL02932,AI794,LHR,DEL,London,New Delhi,Heathrow,Indira Gandhi Intl,2026-07-26,02:45,05:00,2,15,First,F,130125,16
FL02933,G8924,HKG,CMB,Hong Kong,Colombo,Hong Kong Intl,Bandaranaike Intl,2026-05-30,18:45,05:30,10,45,First,F,181351,67
FL02934,SG498,NRT,ICN,Tokyo,Seoul,Narita Intl,Incheon Intl,2026-05-16,14:45,20:00,5,15,Business,J,57687,29
FL02935,9W101,CDG,PNQ,Paris,Pune,Charles de Gaulle,Pune Intl,2026-06-21,01:15,04:45,3,30,First,F,137444,60
FL02936,G8851,KUL,SYD,Kuala Lumpur,Sydney,KLIA,Kingsford Smith,2026-05-15,22:15,02:45,4,30,Premium Economy,W,29952,54
FL02937,G8759,NRT,HKG,Tokyo,Hong Kong,Narita Intl,Hong Kong Intl,2026-03-25,20:30,04:00,7,30,First,F,165121,64
FL02938,JA826,CMB,CDG,Colombo,Paris,Bandaranaike Intl,Charles de Gaulle,2026-05-04,12:45,15:15,2,30,Business,J,43595,12
FL02939,UK900,KUL,NRT,Kuala Lumpur,Tokyo,KLIA,Narita Intl,2026-05-25,08:45,14:00,5,15,First,F,183908,52
FL02940,UK500,SYD,CDG,Sydney,Paris,Kingsford Smith,Charles de Gaulle,2026-08-17,02:30,13:00,10,30,Economy,Y,4468,109
FL02941,AI326,PNQ,DAC,Pune,Dhaka,Pune Intl,Hazrat Shahjalal Intl,2026-08-10,23:15,06:45,7,30,Premium Economy,W,19707,20
FL02942,SG246,SYD,PEK,Sydney,Beijing,Kingsford Smith,Beijing Capital,2026-05-21,19:30,08:15,12,45,Economy,Y,4654,99
FL02943,SG571,AUH,HKG,Abu Dhabi,Hong Kong,Abu Dhabi Intl,Hong Kong Intl,2026-08-09,23:30,12:00,12,30,First,F,195781,19
FL02944,AI690,HYD,AUH,Hyderabad,Abu Dhabi,Rajiv Gandhi Intl,Abu Dhabi Intl,2026-04-08,08:00,14:00,6,0,Economy,Y,4636,36
FL02945,SG586,AMD,DXB,Ahmedabad,Dubai,Sardar Vallabhbhai Patel Intl,Dubai Intl,2026-06-17,09:15,11:45,2,30,First,F,145474,45
FL02946,6E141,HKG,JNB,Hong Kong,Johannesburg,Hong Kong Intl,OR Tambo Intl,2026-04-20,08:15,14:30,6,15,Economy,Y,11521,143
FL02947,6E267,BKK,NYC,Bangkok,New York,Suvarnabhumi,John F Kennedy Intl,2026-07-01,16:30,02:00,9,30,Premium Economy,W,31732,68
FL02948,G8221,BLR,YYZ,Bangalore,Toronto,Kempegowda Intl,Toronto Pearson,2026-04-09,12:45,03:00,14,15,First,F,91757,126
FL02949,JA463,YYZ,MAA,Toronto,Chennai,Toronto Pearson,Chennai Intl,2026-08-05,02:30,15:00,12,30,Premium Economy,W,32063,107
FL02950,JA276,BKK,GOI,Bangkok,Goa,Suvarnabhumi,Goa Intl,2026-08-08,13:15,16:30,3,15,Premium Economy,W,27858,55
FL02951,JA774,COK,SIN,Kochi,Singapore,Cochin Intl,Changi,2026-05-01,14:15,15:30,1,15,Economy,Y,13378,16
FL02952,JA197,DAC,NYC,Dhaka,New York,Hazrat Shahjalal Intl,John F Kennedy Intl,2026-06-08,08:00,16:00,8,0,Business,J,56446,144
FL02953,AI640,PNQ,KTM,Pune,Kathmandu,Pune Intl,Tribhuvan Intl,2026-04-24,19:15,08:00,12,45,Economy,Y,4759,122
FL02954,G8767,YYZ,DXB,Toronto,Dubai,Toronto Pearson,Dubai Intl,2026-07-12,23:00,03:30,4,30,First,F,169431,51
FL02955,UK707,AMD,NRT,Ahmedabad,Tokyo,Sardar Vallabhbhai Patel Intl,Narita Intl,2026-06-08,09:45,13:00,3,15,First,F,178592,114
FL02956,G8710,LHR,CCU,London,Kolkata,Heathrow,Netaji Subhas Intl,2026-07-20,01:15,05:30,4,15,Premium Economy,W,26591,75
FL02957,JA492,DOH,BOM,Doha,Mumbai,Hamad Intl,Chhatrapati Shivaji Intl,2026-03-25,03:30,06:00,2,30,Business,J,53419,56
FL02958,9W417,BLR,KTM,Bangalore,Kathmandu,Kempegowda Intl,Tribhuvan Intl,2026-06-05,13:30,23:15,9,45,First,F,189038,81
FL02959,JA699,DEL,BLR,New Delhi,Bangalore,Indira Gandhi Intl,Kempegowda Intl,2026-06-22,04:00,17:00,13,0,First,F,101553,65
FL02960,UK517,DEL,SIN,New Delhi,Singapore,Indira Gandhi Intl,Changi,2026-05-20,23:45,13:00,13,15,First,F,131660,147
FL02961,6E632,BKK,NRT,Bangkok,Tokyo,Suvarnabhumi,Narita Intl,2026-04-27,11:15,19:15,8,0,Business,J,44082,99
FL02962,G8888,DAC,HKG,Dhaka,Hong Kong,Hazrat Shahjalal Intl,Hong Kong Intl,2026-06-22,02:00,03:45,1,45,Premium Economy,W,25310,65
FL02963,UK789,COK,KTM,Kochi,Kathmandu,Cochin Intl,Tribhuvan Intl,2026-07-18,14:30,18:00,3,30,Economy,Y,5644,84
FL02964,UK543,GOI,BOM,Goa,Mumbai,Goa Intl,Chhatrapati Shivaji Intl,2026-07-08,18:30,22:45,4,15,Premium Economy,W,18194,133
FL02965,JA542,BLR,HKG,Bangalore,Hong Kong,Kempegowda Intl,Hong Kong Intl,2026-04-20,22:00,23:30,1,30,Economy,Y,12341,95
FL02966,SG994,GOI,COK,Goa,Kochi,Goa Intl,Cochin Intl,2026-05-26,18:30,02:45,8,15,Economy,Y,13577,43
FL02967,JA803,SIN,DAC,Singapore,Dhaka,Changi,Hazrat Shahjalal Intl,2026-04-22,14:00,15:45,1,45,Economy,Y,3657,96
FL02968,UK443,DOH,HKG,Doha,Hong Kong,Hamad Intl,Hong Kong Intl,2026-07-13,14:15,22:30,8,15,Business,J,36793,90
FL02969,6E963,BLR,NYC,Bangalore,New York,Kempegowda Intl,John F Kennedy Intl,2026-06-05,20:30,21:45,1,15,Business,J,39954,65
FL02970,AI108,DEL,AUH,New Delhi,Abu Dhabi,Indira Gandhi Intl,Abu Dhabi Intl,2026-05-11,01:30,11:00,9,30,Premium Economy,W,25202,136
FL02971,6E718,BLR,LHR,Bangalore,London,Kempegowda Intl,Heathrow,2026-05-24,09:15,14:00,4,45,Business,J,55882,37
FL02972,UK254,PNQ,SIN,Pune,Singapore,Pune Intl,Changi,2026-08-16,11:30,23:00,11,30,Economy,Y,5622,7
FL02973,SG393,HKG,ICN,Hong Kong,Seoul,Hong Kong Intl,Incheon Intl,2026-04-26,18:15,20:45,2,30,Economy,Y,5857,9
FL02974,SG383,AMD,PNQ,Ahmedabad,Pune,Sardar Vallabhbhai Patel Intl,Pune Intl,2026-08-04,23:00,07:15,8,15,Premium Economy,W,22615,34
FL02975,G8702,YYZ,GOI,Toronto,Goa,Toronto Pearson,Goa Intl,2026-07-13,06:30,09:00,2,30,Premium Economy,W,33989,121
FL02976,AI997,PEK,HYD,Beijing,Hyderabad,Beijing Capital,Rajiv Gandhi Intl,2026-04-29,16:15,06:15,14,0,Premium Economy,W,33207,39
FL02977,SG156,KUL,BKK,Kuala Lumpur,Bangkok,KLIA,Suvarnabhumi,2026-06-06,06:15,12:15,6,0,First,F,173926,137
FL02978,JA479,AMD,DXB,Ahmedabad,Dubai,Sardar Vallabhbhai Patel Intl,Dubai Intl,2026-05-24,05:00,13:00,8,0,Premium Economy,W,19541,18
FL02979,JA653,NYC,DXB,New York,Dubai,John F Kennedy Intl,Dubai Intl,2026-06-10,07:30,08:30,1,0,Premium Economy,W,18115,22
FL02980,SG879,NRT,BLR,Tokyo,Bangalore,Narita Intl,Kempegowda Intl,2026-03-05,16:15,19:45,3,30,First,F,161318,138
FL02981,AI365,KUL,KTM,Kuala Lumpur,Kathmandu,KLIA,Tribhuvan Intl,2026-04-21,19:00,05:30,10,30,Business,J,71107,132
FL02982,G8207,DXB,ICN,Dubai,Seoul,Dubai Intl,Incheon Intl,2026-07-27,00:15,09:30,9,15,Economy,Y,12111,126
FL02983,UK944,FRA,PEK,Frankfurt,Beijing,Frankfurt Intl,Beijing Capital,2026-06-04,14:15,23:00,8,45,Premium Economy,W,23251,81
FL02984,AI309,DEL,NRT,New Delhi,Tokyo,Indira Gandhi Intl,Narita Intl,2026-07-13,12:15,17:45,5,30,Business,J,50986,59
FL02985,AI982,SIN,GOI,Singapore,Goa,Changi,Goa Intl,2026-03-22,06:30,18:15,11,45,Premium Economy,W,27039,49
FL02986,6E832,LHR,AUH,London,Abu Dhabi,Heathrow,Abu Dhabi Intl,2026-06-09,09:15,20:15,11,0,Economy,Y,12751,109
FL02987,AI296,HYD,DXB,Hyderabad,Dubai,Rajiv Gandhi Intl,Dubai Intl,2026-03-28,19:30,09:15,13,45,Premium Economy,W,21471,52
FL02988,SG664,AUH,KTM,Abu Dhabi,Kathmandu,Abu Dhabi Intl,Tribhuvan Intl,2026-02-27,04:30,16:00,11,30,Economy,Y,3498,129
FL02989,SG396,HKG,AUH,Hong Kong,Abu Dhabi,Hong Kong Intl,Abu Dhabi Intl,2026-03-02,01:45,05:15,3,30,Premium Economy,W,19482,59
FL02990,AI652,AUH,DAC,Abu Dhabi,Dhaka,Abu Dhabi Intl,Hazrat Shahjalal Intl,2026-07-21,20:00,01:00,5,0,Premium Economy,W,32457,123
FL02991,6E305,DXB,DOH,Dubai,Doha,Dubai Intl,Hamad Intl,2026-04-25,18:30,08:45,14,15,Business,J,79475,61
FL02992,AI132,NYC,BOM,New York,Mumbai,John F Kennedy Intl,Chhatrapati Shivaji Intl,2026-04-11,19:45,04:45,9,0,Economy,Y,13491,25
FL02993,G8332,ICN,NYC,Seoul,New York,Incheon Intl,John F Kennedy Intl,2026-03-17,11:15,17:45,6,30,Economy,Y,13366,21
FL02994,SG817,KTM,GOI,Kathmandu,Goa,Tribhuvan Intl,Goa Intl,2026-07-09,15:45,03:15,11,30,Economy,Y,7331,61
FL02995,6E659,KUL,HYD,Kuala Lumpur,Hyderabad,KLIA,Rajiv Gandhi Intl,2026-07-23,22:45,10:00,11,15,First,F,193583,105
FL02996,UK773,PEK,GOI,Beijing,Goa,Beijing Capital,Goa Intl,2026-03-13,20:45,23:45,3,0,Economy,Y,9822,18
FL02997,G8809,YYZ,DXB,Toronto,Dubai,Toronto Pearson,Dubai Intl,2026-08-23,14:00,17:45,3,45,First,F,128864,14
FL02998,AI305,KTM,CMB,Kathmandu,Colombo,Tribhuvan Intl,Bandaranaike Intl,2026-04-19,20:15,08:00,11,45,First,F,109467,74
FL02999,UK667,SIN,DEL,Singapore,New Delhi,Changi,Indira Gandhi Intl,2026-07-11,14:45,00:30,9,45,First,F,164028,103
FL03000,6E928,DAC,PEK,Dhaka,Beijing,Hazrat Shahjalal Intl,Beijing Capital,2026-08-06,15:30,00:30,9,0,First,F,149079,18
FL03001,SG375,ICN,GOI,Seoul,Goa,Incheon Intl,Goa Intl,2026-03-23,07:45,19:30,11,45,Premium Economy,W,31732,58
FL03002,JA173,LHR,BOM,London,Mumbai,Heathrow,Chhatrapati Shivaji Intl,2026-04-12,01:45,14:30,12,45,Business,J,47078,71
FL03003,JA794,NYC,HYD,New York,Hyderabad,John F Kennedy Intl,Rajiv Gandhi Intl,2026-07-07,05:15,19:15,14,0,Economy,Y,3198,1
FL03004,6E961,AMD,GOI,Ahmedabad,Goa,Sardar Vallabhbhai Patel Intl,Goa Intl,2026-04-02,21:00,04:00,7,0,Economy,Y,3297,134
FL03005,AI661,ICN,PEK,Seoul,Beijing,Incheon Intl,Beijing Capital,2026-04-09,15:00,19:00,4,0,First,F,198068,94
FL03006,UK149,NRT,BKK,Tokyo,Bangkok,Narita Intl,Suvarnabhumi,2026-05-31,14:30,04:45,14,15,Business,J,55691,24
FL03007,SG206,KUL,DAC,Kuala Lumpur,Dhaka,KLIA,Hazrat Shahjalal Intl,2026-08-23,10:30,19:00,8,30,Business,J,51520,67
FL03008,UK875,BKK,CCU,Bangkok,Kolkata,Suvarnabhumi,Netaji Subhas Intl,2026-04-24,12:45,01:45,13,0,Premium Economy,W,22590,62
